ENDW,REG,ENDWRES,SCEN,Value
AEZ5,EGY,pe,SRnD20,-49.615219116
AEZ6,EGY,pe,SRnD20,-2.8011033535
AEZ7,EGY,pe,SRnD20,-8.5748815536
AEZ8,EGY,pe,SRnD20,-8.2550134659
AEZ9,EGY,pe,SRnD20,-49.615219116
AEZ10,EGY,pe,SRnD20,-49.615219116
AEZ11,EGY,pe,SRnD20,-49.615219116
AEZ12,EGY,pe,SRnD20,-8.945857048
AEZ13,EGY,pe,SRnD20,-49.615219116
AEZ14,EGY,pe,SRnD20,-49.615219116
AEZ15,EGY,pe,SRnD20,-49.615219116
AEZ16,EGY,pe,SRnD20,-49.615219116
AEZ17,EGY,pe,SRnD20,-49.615219116
AEZ18,EGY,pe,SRnD20,-49.615219116
UnSkLab,EGY,pe,SRnD20,1.1520729065
SkLab,EGY,pe,SRnD20,0.90451520681
Capital,EGY,pe,SRnD20,1.1143375635
NatRes,EGY,pe,SRnD20,0.62022984028
AEZ1,ETH,pe,SRnD20,-6.6904587746
AEZ2,ETH,pe,SRnD20,-8.8982515335
AEZ3,ETH,pe,SRnD20,-7.1001353264
AEZ4,ETH,pe,SRnD20,-11.771944046
AEZ5,ETH,pe,SRnD20,-18.073778152
AEZ6,ETH,pe,SRnD20,-18.691305161
AEZ7,ETH,pe,SRnD20,-61.563041687
AEZ8,ETH,pe,SRnD20,-7.1529073715
AEZ9,ETH,pe,SRnD20,-7.0885429382
AEZ10,ETH,pe,SRnD20,-7.0624670982
AEZ11,ETH,pe,SRnD20,-7.9816083908
AEZ12,ETH,pe,SRnD20,-18.691305161
AEZ13,ETH,pe,SRnD20,-61.563041687
AEZ14,ETH,pe,SRnD20,-61.563041687
AEZ15,ETH,pe,SRnD20,-61.563041687
AEZ16,ETH,pe,SRnD20,-61.563041687
AEZ17,ETH,pe,SRnD20,-61.563041687
AEZ18,ETH,pe,SRnD20,-61.563041687
UnSkLab,ETH,pe,SRnD20,4.4414763451
SkLab,ETH,pe,SRnD20,2.3136432171
Capital,ETH,pe,SRnD20,4.3816051483
NatRes,ETH,pe,SRnD20,2.5729598999
AEZ1,EU27,pe,SRnD20,-19.732566833
AEZ2,EU27,pe,SRnD20,-19.732566833
AEZ3,EU27,pe,SRnD20,-19.732566833
AEZ4,EU27,pe,SRnD20,-19.732566833
AEZ5,EU27,pe,SRnD20,-19.732566833
AEZ6,EU27,pe,SRnD20,-19.732566833
AEZ7,EU27,pe,SRnD20,-19.731151581
AEZ8,EU27,pe,SRnD20,-18.978149414
AEZ9,EU27,pe,SRnD20,-15.889186859
AEZ10,EU27,pe,SRnD20,-13.698133469
AEZ11,EU27,pe,SRnD20,-15.115582466
AEZ12,EU27,pe,SRnD20,-16.091058731
AEZ13,EU27,pe,SRnD20,-19.728610992
AEZ14,EU27,pe,SRnD20,-14.918856621
AEZ15,EU27,pe,SRnD20,-13.245126724
AEZ16,EU27,pe,SRnD20,-16.928693771
AEZ17,EU27,pe,SRnD20,-19.732566833
AEZ18,EU27,pe,SRnD20,-19.732261658
UnSkLab,EU27,pe,SRnD20,0.14281606674
SkLab,EU27,pe,SRnD20,0.12112952024
Capital,EU27,pe,SRnD20,0.14051577449
NatRes,EU27,pe,SRnD20,0.78173023462
AEZ1,IDN,pe,SRnD20,-80.026138306
AEZ2,IDN,pe,SRnD20,-80.026138306
AEZ3,IDN,pe,SRnD20,-5.327507019
AEZ4,IDN,pe,SRnD20,-6.0834860802
AEZ5,IDN,pe,SRnD20,-7.0154066086
AEZ6,IDN,pe,SRnD20,-6.0180635452
AEZ7,IDN,pe,SRnD20,-80.026138306
AEZ8,IDN,pe,SRnD20,-80.026138306
AEZ9,IDN,pe,SRnD20,-38.912075043
AEZ10,IDN,pe,SRnD20,-43.944507599
AEZ11,IDN,pe,SRnD20,-8.7446508408
AEZ12,IDN,pe,SRnD20,-6.1980948448
AEZ13,IDN,pe,SRnD20,-80.026138306
AEZ14,IDN,pe,SRnD20,-80.026138306
AEZ15,IDN,pe,SRnD20,-80.026138306
AEZ16,IDN,pe,SRnD20,-80.026138306
AEZ17,IDN,pe,SRnD20,-80.026138306
AEZ18,IDN,pe,SRnD20,-80.026138306
UnSkLab,IDN,pe,SRnD20,1.4586472511
SkLab,IDN,pe,SRnD20,1.1917715073
Capital,IDN,pe,SRnD20,1.3771982193
NatRes,IDN,pe,SRnD20,0.3674145937
AEZ1,INDIA,pe,SRnD20,-4.6245231628
AEZ2,INDIA,pe,SRnD20,-4.2886576653
AEZ3,INDIA,pe,SRnD20,-2.810426712
AEZ4,INDIA,pe,SRnD20,-0.070654079318
AEZ5,INDIA,pe,SRnD20,0.22597797215
AEZ6,INDIA,pe,SRnD20,5.9623069763
AEZ7,INDIA,pe,SRnD20,-3.948319912
AEZ8,INDIA,pe,SRnD20,-3.8197703362
AEZ9,INDIA,pe,SRnD20,-3.5322852135
AEZ10,INDIA,pe,SRnD20,-3.5349104404
AEZ11,INDIA,pe,SRnD20,-3.4161720276
AEZ12,INDIA,pe,SRnD20,-1.3664109707
AEZ13,INDIA,pe,SRnD20,-29.594600677
AEZ14,INDIA,pe,SRnD20,-29.59459877
AEZ15,INDIA,pe,SRnD20,-29.594600677
AEZ16,INDIA,pe,SRnD20,-29.594600677
AEZ17,INDIA,pe,SRnD20,-29.594600677
AEZ18,INDIA,pe,SRnD20,-29.594600677
UnSkLab,INDIA,pe,SRnD20,-0.26155713201
SkLab,INDIA,pe,SRnD20,-0.36068502069
Capital,INDIA,pe,SRnD20,-0.29296645522
NatRes,INDIA,pe,SRnD20,0.75142347813
AEZ1,JAPAN,pe,SRnD20,-71.484764099
AEZ2,JAPAN,pe,SRnD20,-71.484764099
AEZ3,JAPAN,pe,SRnD20,-71.484764099
AEZ4,JAPAN,pe,SRnD20,-71.484764099
AEZ5,JAPAN,pe,SRnD20,-71.484764099
AEZ6,JAPAN,pe,SRnD20,-20.758792877
AEZ7,JAPAN,pe,SRnD20,-71.484764099
AEZ8,JAPAN,pe,SRnD20,-71.484764099
AEZ9,JAPAN,pe,SRnD20,-12.293456078
AEZ10,JAPAN,pe,SRnD20,-11.89789772
AEZ11,JAPAN,pe,SRnD20,-11.352895737
AEZ12,JAPAN,pe,SRnD20,-11.70953083
AEZ13,JAPAN,pe,SRnD20,-71.484764099
AEZ14,JAPAN,pe,SRnD20,-15.499279022
AEZ15,JAPAN,pe,SRnD20,-12.574664116
AEZ16,JAPAN,pe,SRnD20,-46.400066376
AEZ17,JAPAN,pe,SRnD20,-71.484764099
AEZ18,JAPAN,pe,SRnD20,-71.484764099
UnSkLab,JAPAN,pe,SRnD20,0.087951220572
SkLab,JAPAN,pe,SRnD20,0.068042777479
Capital,JAPAN,pe,SRnD20,0.081877321005
NatRes,JAPAN,pe,SRnD20,0.79616057873
AEZ1,KOR,pe,SRnD20,-50.026874542
AEZ2,KOR,pe,SRnD20,-50.026874542
AEZ3,KOR,pe,SRnD20,-50.026874542
AEZ4,KOR,pe,SRnD20,-50.026874542
AEZ5,KOR,pe,SRnD20,-50.026874542
AEZ6,KOR,pe,SRnD20,-50.026874542
AEZ7,KOR,pe,SRnD20,-50.026874542
AEZ8,KOR,pe,SRnD20,-50.026874542
AEZ9,KOR,pe,SRnD20,-50.026874542
AEZ10,KOR,pe,SRnD20,-4.0830874443
AEZ11,KOR,pe,SRnD20,-4.7959880829
AEZ12,KOR,pe,SRnD20,-9.5059175491
AEZ13,KOR,pe,SRnD20,-50.026874542
AEZ14,KOR,pe,SRnD20,-50.026874542
AEZ15,KOR,pe,SRnD20,-50.026874542
AEZ16,KOR,pe,SRnD20,-50.026874542
AEZ17,KOR,pe,SRnD20,-50.026874542
AEZ18,KOR,pe,SRnD20,-50.026874542
UnSkLab,KOR,pe,SRnD20,0.084630429745
SkLab,KOR,pe,SRnD20,0.072029680014
Capital,KOR,pe,SRnD20,0.082660160959
NatRes,KOR,pe,SRnD20,0.78630757332
AEZ1,MAR,pe,SRnD20,-31.184513092
AEZ2,MAR,pe,SRnD20,-31.184513092
AEZ3,MAR,pe,SRnD20,-31.184513092
AEZ4,MAR,pe,SRnD20,-31.184513092
AEZ5,MAR,pe,SRnD20,-31.184513092
AEZ6,MAR,pe,SRnD20,-3.9095818996
AEZ7,MAR,pe,SRnD20,-4.7244176865
AEZ8,MAR,pe,SRnD20,-4.7847809792
AEZ9,MAR,pe,SRnD20,-3.1598787308
AEZ10,MAR,pe,SRnD20,-3.6296517849
AEZ11,MAR,pe,SRnD20,-31.184513092
AEZ12,MAR,pe,SRnD20,-3.9095730782
AEZ13,MAR,pe,SRnD20,-31.184513092
AEZ14,MAR,pe,SRnD20,-31.184513092
AEZ15,MAR,pe,SRnD20,-31.184513092
AEZ16,MAR,pe,SRnD20,-31.184513092
AEZ17,MAR,pe,SRnD20,-31.184513092
AEZ18,MAR,pe,SRnD20,-31.184513092
UnSkLab,MAR,pe,SRnD20,0.37490183115
SkLab,MAR,pe,SRnD20,0.28773888946
Capital,MAR,pe,SRnD20,0.31878426671
NatRes,MAR,pe,SRnD20,0.74531108141
AEZ1,MDG,pe,SRnD20,-44.34482193
AEZ2,MDG,pe,SRnD20,-1.380818367
AEZ3,MDG,pe,SRnD20,-1.554389596
AEZ4,MDG,pe,SRnD20,-1.7894835472
AEZ5,MDG,pe,SRnD20,-1.5958843231
AEZ6,MDG,pe,SRnD20,-0.94063490629
AEZ7,MDG,pe,SRnD20,-44.34482193
AEZ8,MDG,pe,SRnD20,-44.34482193
AEZ9,MDG,pe,SRnD20,-1.2865499258
AEZ10,MDG,pe,SRnD20,-1.9640268087
AEZ11,MDG,pe,SRnD20,-2.0229475498
AEZ12,MDG,pe,SRnD20,-1.925992012
AEZ13,MDG,pe,SRnD20,-44.34482193
AEZ14,MDG,pe,SRnD20,-44.34482193
AEZ15,MDG,pe,SRnD20,-44.34482193
AEZ16,MDG,pe,SRnD20,-44.34482193
AEZ17,MDG,pe,SRnD20,-44.34482193
AEZ18,MDG,pe,SRnD20,-44.34482193
UnSkLab,MDG,pe,SRnD20,0.036578107625
SkLab,MDG,pe,SRnD20,-0.40112781525
Capital,MDG,pe,SRnD20,0.061988078058
NatRes,MDG,pe,SRnD20,1.117282033
AEZ1,MEAS_NAfr,pe,SRnD20,-9.4381408691
AEZ2,MEAS_NAfr,pe,SRnD20,-16.371435165
AEZ3,MEAS_NAfr,pe,SRnD20,-16.348180771
AEZ4,MEAS_NAfr,pe,SRnD20,-16.543655396
AEZ5,MEAS_NAfr,pe,SRnD20,-16.543655396
AEZ6,MEAS_NAfr,pe,SRnD20,-16.543655396
AEZ7,MEAS_NAfr,pe,SRnD20,-9.2034893036
AEZ8,MEAS_NAfr,pe,SRnD20,-9.1147165298
AEZ9,MEAS_NAfr,pe,SRnD20,-9.3053750992
AEZ10,MEAS_NAfr,pe,SRnD20,-10.27620697
AEZ11,MEAS_NAfr,pe,SRnD20,-14.497725487
AEZ12,MEAS_NAfr,pe,SRnD20,-12.462663651
AEZ13,MEAS_NAfr,pe,SRnD20,-16.543655396
AEZ14,MEAS_NAfr,pe,SRnD20,-16.543655396
AEZ15,MEAS_NAfr,pe,SRnD20,-16.543655396
AEZ16,MEAS_NAfr,pe,SRnD20,-16.543655396
AEZ17,MEAS_NAfr,pe,SRnD20,-16.543655396
AEZ18,MEAS_NAfr,pe,SRnD20,-15.884166718
UnSkLab,MEAS_NAfr,pe,SRnD20,0.47784590721
SkLab,MEAS_NAfr,pe,SRnD20,0.37280109525
Capital,MEAS_NAfr,pe,SRnD20,0.42961895466
NatRes,MEAS_NAfr,pe,SRnD20,0.56567776203
AEZ1,MEX,pe,SRnD20,-9.9542131424
AEZ2,MEX,pe,SRnD20,-6.1518516541
AEZ3,MEX,pe,SRnD20,-9.51288414
AEZ4,MEX,pe,SRnD20,-8.775932312
AEZ5,MEX,pe,SRnD20,-3.4194734097
AEZ6,MEX,pe,SRnD20,-6.6982250214
AEZ7,MEX,pe,SRnD20,-9.0645036697
AEZ8,MEX,pe,SRnD20,-9.8372144699
AEZ9,MEX,pe,SRnD20,-9.7339334488
AEZ10,MEX,pe,SRnD20,-8.9386816025
AEZ11,MEX,pe,SRnD20,-9.6952495575
AEZ12,MEX,pe,SRnD20,-9.3441696167
AEZ13,MEX,pe,SRnD20,-70.815071106
AEZ14,MEX,pe,SRnD20,-70.815071106
AEZ15,MEX,pe,SRnD20,-70.815071106
AEZ16,MEX,pe,SRnD20,-70.815071106
AEZ17,MEX,pe,SRnD20,-70.815071106
AEZ18,MEX,pe,SRnD20,-70.815071106
UnSkLab,MEX,pe,SRnD20,0.16432821751
SkLab,MEX,pe,SRnD20,0.075571775436
Capital,MEX,pe,SRnD20,0.14777490497
NatRes,MEX,pe,SRnD20,0.72326809168
AEZ1,MYS,pe,SRnD20,-80.900344849
AEZ2,MYS,pe,SRnD20,-80.900344849
AEZ3,MYS,pe,SRnD20,-80.900337219
AEZ4,MYS,pe,SRnD20,-80.900337219
AEZ5,MYS,pe,SRnD20,-80.900344849
AEZ6,MYS,pe,SRnD20,-4.1181845665
AEZ7,MYS,pe,SRnD20,-80.900344849
AEZ8,MYS,pe,SRnD20,-80.900337219
AEZ9,MYS,pe,SRnD20,-80.900344849
AEZ10,MYS,pe,SRnD20,-80.900344849
AEZ11,MYS,pe,SRnD20,-80.900337219
AEZ12,MYS,pe,SRnD20,-38.440353394
AEZ13,MYS,pe,SRnD20,-80.900337219
AEZ14,MYS,pe,SRnD20,-80.900337219
AEZ15,MYS,pe,SRnD20,-80.900344849
AEZ16,MYS,pe,SRnD20,-80.900344849
AEZ17,MYS,pe,SRnD20,-80.900337219
AEZ18,MYS,pe,SRnD20,-80.900337219
UnSkLab,MYS,pe,SRnD20,0.21612937748
SkLab,MYS,pe,SRnD20,0.0838772282
Capital,MYS,pe,SRnD20,0.18245472014
NatRes,MYS,pe,SRnD20,0.723043859
AEZ1,NGA,pe,SRnD20,-2.8500144482
AEZ2,NGA,pe,SRnD20,-2.8625957966
AEZ3,NGA,pe,SRnD20,-2.8654601574
AEZ4,NGA,pe,SRnD20,-2.8048684597
AEZ5,NGA,pe,SRnD20,-2.7703206539
AEZ6,NGA,pe,SRnD20,-2.8889355659
AEZ7,NGA,pe,SRnD20,-22.122203827
AEZ8,NGA,pe,SRnD20,-22.122203827
AEZ9,NGA,pe,SRnD20,-22.122203827
AEZ10,NGA,pe,SRnD20,-2.863779068
AEZ11,NGA,pe,SRnD20,-2.87865448
AEZ12,NGA,pe,SRnD20,-22.122203827
AEZ13,NGA,pe,SRnD20,-22.122203827
AEZ14,NGA,pe,SRnD20,-22.122203827
AEZ15,NGA,pe,SRnD20,-22.122203827
AEZ16,NGA,pe,SRnD20,-22.122203827
AEZ17,NGA,pe,SRnD20,-22.122203827
AEZ18,NGA,pe,SRnD20,-22.122203827
UnSkLab,NGA,pe,SRnD20,0.9641892314
SkLab,NGA,pe,SRnD20,0.45190504193
Capital,NGA,pe,SRnD20,1.0234776735
NatRes,NGA,pe,SRnD20,0.49152693152
AEZ1,Oceania,pe,SRnD20,-14.142871857
AEZ2,Oceania,pe,SRnD20,-16.097541809
AEZ3,Oceania,pe,SRnD20,-16.118850708
AEZ4,Oceania,pe,SRnD20,-14.732308388
AEZ5,Oceania,pe,SRnD20,-7.3055844307
AEZ6,Oceania,pe,SRnD20,-11.766711235
AEZ7,Oceania,pe,SRnD20,-12.775410652
AEZ8,Oceania,pe,SRnD20,-20.44128418
AEZ9,Oceania,pe,SRnD20,-19.919065475
AEZ10,Oceania,pe,SRnD20,-15.295444489
AEZ11,Oceania,pe,SRnD20,-2.5774850845
AEZ12,Oceania,pe,SRnD20,-1.795694828
AEZ13,Oceania,pe,SRnD20,-21.586669922
AEZ14,Oceania,pe,SRnD20,-21.586666107
AEZ15,Oceania,pe,SRnD20,-19.953281403
AEZ16,Oceania,pe,SRnD20,-13.72584343
AEZ17,Oceania,pe,SRnD20,-7.9498009682
AEZ18,Oceania,pe,SRnD20,-21.586666107
UnSkLab,Oceania,pe,SRnD20,0.20026504993
SkLab,Oceania,pe,SRnD20,0.16686703265
Capital,Oceania,pe,SRnD20,0.19605062902
NatRes,Oceania,pe,SRnD20,0.83254909515
AEZ1,Oth_CEE_CIS,pe,SRnD20,-28.647016525
AEZ2,Oth_CEE_CIS,pe,SRnD20,-28.647016525
AEZ3,Oth_CEE_CIS,pe,SRnD20,-28.647016525
AEZ4,Oth_CEE_CIS,pe,SRnD20,-28.647016525
AEZ5,Oth_CEE_CIS,pe,SRnD20,-28.647016525
AEZ6,Oth_CEE_CIS,pe,SRnD20,-28.647016525
AEZ7,Oth_CEE_CIS,pe,SRnD20,-10.538535118
AEZ8,Oth_CEE_CIS,pe,SRnD20,-9.2090158463
AEZ9,Oth_CEE_CIS,pe,SRnD20,-9.3812551498
AEZ10,Oth_CEE_CIS,pe,SRnD20,-9.2807512283
AEZ11,Oth_CEE_CIS,pe,SRnD20,-11.177193642
AEZ12,Oth_CEE_CIS,pe,SRnD20,-17.477424622
AEZ13,Oth_CEE_CIS,pe,SRnD20,-17.373044968
AEZ14,Oth_CEE_CIS,pe,SRnD20,-12.547787666
AEZ15,Oth_CEE_CIS,pe,SRnD20,-18.886474609
AEZ16,Oth_CEE_CIS,pe,SRnD20,-18.270992279
AEZ17,Oth_CEE_CIS,pe,SRnD20,-28.647016525
AEZ18,Oth_CEE_CIS,pe,SRnD20,-28.64702034
UnSkLab,Oth_CEE_CIS,pe,SRnD20,1.92386703565717E-0003
SkLab,Oth_CEE_CIS,pe,SRnD20,-0.19799588621
Capital,Oth_CEE_CIS,pe,SRnD20,-0.016091583297
NatRes,Oth_CEE_CIS,pe,SRnD20,0.81716990471
AEZ1,Oth_Europe,pe,SRnD20,-73.065849304
AEZ2,Oth_Europe,pe,SRnD20,-73.065849304
AEZ3,Oth_Europe,pe,SRnD20,-73.065849304
AEZ4,Oth_Europe,pe,SRnD20,-73.065849304
AEZ5,Oth_Europe,pe,SRnD20,-73.065849304
AEZ6,Oth_Europe,pe,SRnD20,-73.065849304
AEZ7,Oth_Europe,pe,SRnD20,-72.826187134
AEZ8,Oth_Europe,pe,SRnD20,-71.053619385
AEZ9,Oth_Europe,pe,SRnD20,-66.649307251
AEZ10,Oth_Europe,pe,SRnD20,-52.567760468
AEZ11,Oth_Europe,pe,SRnD20,-60.934532166
AEZ12,Oth_Europe,pe,SRnD20,-69.935096741
AEZ13,Oth_Europe,pe,SRnD20,-72.951789856
AEZ14,Oth_Europe,pe,SRnD20,-55.457019806
AEZ15,Oth_Europe,pe,SRnD20,-50.4945755
AEZ16,Oth_Europe,pe,SRnD20,-66.080665588
AEZ17,Oth_Europe,pe,SRnD20,-73.065849304
AEZ18,Oth_Europe,pe,SRnD20,-73.065849304
UnSkLab,Oth_Europe,pe,SRnD20,0.15053744614
SkLab,Oth_Europe,pe,SRnD20,0.090021550655
Capital,Oth_Europe,pe,SRnD20,0.098864495754
NatRes,Oth_Europe,pe,SRnD20,0.75100284815
AEZ1,PAK,pe,SRnD20,-1.2984646559
AEZ2,PAK,pe,SRnD20,-3.3406691551
AEZ3,PAK,pe,SRnD20,-3.3406691551
AEZ4,PAK,pe,SRnD20,-3.3406691551
AEZ5,PAK,pe,SRnD20,-3.3406693935
AEZ6,PAK,pe,SRnD20,-3.340669632
AEZ7,PAK,pe,SRnD20,-1.3176778555
AEZ8,PAK,pe,SRnD20,-1.3065191507
AEZ9,PAK,pe,SRnD20,-1.3399953842
AEZ10,PAK,pe,SRnD20,-1.3514921665
AEZ11,PAK,pe,SRnD20,1.5938261747
AEZ12,PAK,pe,SRnD20,-1.4554291964
AEZ13,PAK,pe,SRnD20,-3.3406693935
AEZ14,PAK,pe,SRnD20,-3.3406693935
AEZ15,PAK,pe,SRnD20,-3.3406693935
AEZ16,PAK,pe,SRnD20,-3.3406693935
AEZ17,PAK,pe,SRnD20,-3.3406693935
AEZ18,PAK,pe,SRnD20,-3.3406693935
UnSkLab,PAK,pe,SRnD20,0.93438607454
SkLab,PAK,pe,SRnD20,0.56451547146
Capital,PAK,pe,SRnD20,0.94880545139
NatRes,PAK,pe,SRnD20,0.65588366985
AEZ1,PHL,pe,SRnD20,-84.36466217
AEZ2,PHL,pe,SRnD20,-84.36466217
AEZ3,PHL,pe,SRnD20,-84.36466217
AEZ4,PHL,pe,SRnD20,-8.2712984085
AEZ5,PHL,pe,SRnD20,-7.9932570457
AEZ6,PHL,pe,SRnD20,-8.1355705261
AEZ7,PHL,pe,SRnD20,-84.36466217
AEZ8,PHL,pe,SRnD20,-84.36466217
AEZ9,PHL,pe,SRnD20,-84.36466217
AEZ10,PHL,pe,SRnD20,-84.36466217
AEZ11,PHL,pe,SRnD20,-12.866523743
AEZ12,PHL,pe,SRnD20,-8.8734331131
AEZ13,PHL,pe,SRnD20,-84.36466217
AEZ14,PHL,pe,SRnD20,-84.36466217
AEZ15,PHL,pe,SRnD20,-84.36466217
AEZ16,PHL,pe,SRnD20,-84.36466217
AEZ17,PHL,pe,SRnD20,-84.36466217
AEZ18,PHL,pe,SRnD20,-84.36466217
UnSkLab,PHL,pe,SRnD20,0.55089992285
SkLab,PHL,pe,SRnD20,0.27016329765
Capital,PHL,pe,SRnD20,0.55708026886
NatRes,PHL,pe,SRnD20,1.0709238052
AEZ1,POL,pe,SRnD20,-70.686065674
AEZ2,POL,pe,SRnD20,-70.686065674
AEZ3,POL,pe,SRnD20,-70.686065674
AEZ4,POL,pe,SRnD20,-70.686065674
AEZ5,POL,pe,SRnD20,-70.686065674
AEZ6,POL,pe,SRnD20,-70.686065674
AEZ7,POL,pe,SRnD20,-70.686065674
AEZ8,POL,pe,SRnD20,-70.686065674
AEZ9,POL,pe,SRnD20,-2.8117845058
AEZ10,POL,pe,SRnD20,-3.3161678314
AEZ11,POL,pe,SRnD20,-70.686065674
AEZ12,POL,pe,SRnD20,-70.686065674
AEZ13,POL,pe,SRnD20,-70.686065674
AEZ14,POL,pe,SRnD20,-70.686065674
AEZ15,POL,pe,SRnD20,-7.7893753052
AEZ16,POL,pe,SRnD20,-7.7681632042
AEZ17,POL,pe,SRnD20,-70.686065674
AEZ18,POL,pe,SRnD20,-70.686065674
UnSkLab,POL,pe,SRnD20,0.23562169075
SkLab,POL,pe,SRnD20,0.20416983962
Capital,POL,pe,SRnD20,0.22612868249
NatRes,POL,pe,SRnD20,0.6974017024
AEZ1,R_S_Asia,pe,SRnD20,-69.691101074
AEZ2,R_S_Asia,pe,SRnD20,-69.691108704
AEZ3,R_S_Asia,pe,SRnD20,-34.028156281
AEZ4,R_S_Asia,pe,SRnD20,-13.197148323
AEZ5,R_S_Asia,pe,SRnD20,-12.83357048
AEZ6,R_S_Asia,pe,SRnD20,-10.608373642
AEZ7,R_S_Asia,pe,SRnD20,-10.960425377
AEZ8,R_S_Asia,pe,SRnD20,-11.811581612
AEZ9,R_S_Asia,pe,SRnD20,-11.98876667
AEZ10,R_S_Asia,pe,SRnD20,-10.216910362
AEZ11,R_S_Asia,pe,SRnD20,-15.513951302
AEZ12,R_S_Asia,pe,SRnD20,-19.342294693
AEZ13,R_S_Asia,pe,SRnD20,-43.429573059
AEZ14,R_S_Asia,pe,SRnD20,-43.493621826
AEZ15,R_S_Asia,pe,SRnD20,-69.691101074
AEZ16,R_S_Asia,pe,SRnD20,-69.691108704
AEZ17,R_S_Asia,pe,SRnD20,-69.691108704
AEZ18,R_S_Asia,pe,SRnD20,-69.691108704
UnSkLab,R_S_Asia,pe,SRnD20,0.46756884456
SkLab,R_S_Asia,pe,SRnD20,0.085974425077
Capital,R_S_Asia,pe,SRnD20,0.42632296681
NatRes,R_S_Asia,pe,SRnD20,1.0286453962
AEZ1,R_SE_Asia,pe,SRnD20,-7.6552529335
AEZ2,R_SE_Asia,pe,SRnD20,-7.6552529335
AEZ3,R_SE_Asia,pe,SRnD20,-4.1836104393
AEZ4,R_SE_Asia,pe,SRnD20,-3.6426141262
AEZ5,R_SE_Asia,pe,SRnD20,-2.8969550133
AEZ6,R_SE_Asia,pe,SRnD20,-3.2843940258
AEZ7,R_SE_Asia,pe,SRnD20,-7.6552529335
AEZ8,R_SE_Asia,pe,SRnD20,-7.6552529335
AEZ9,R_SE_Asia,pe,SRnD20,-7.1179594994
AEZ10,R_SE_Asia,pe,SRnD20,-3.9318888187
AEZ11,R_SE_Asia,pe,SRnD20,-2.4228088856
AEZ12,R_SE_Asia,pe,SRnD20,-2.3972711563
AEZ13,R_SE_Asia,pe,SRnD20,-7.6552529335
AEZ14,R_SE_Asia,pe,SRnD20,-7.6552524567
AEZ15,R_SE_Asia,pe,SRnD20,-7.6552529335
AEZ16,R_SE_Asia,pe,SRnD20,-4.0730137825
AEZ17,R_SE_Asia,pe,SRnD20,-7.6552529335
AEZ18,R_SE_Asia,pe,SRnD20,-7.6552529335
UnSkLab,R_SE_Asia,pe,SRnD20,0.32230764627
SkLab,R_SE_Asia,pe,SRnD20,0.27559307218
Capital,R_SE_Asia,pe,SRnD20,0.32077541947
NatRes,R_SE_Asia,pe,SRnD20,0.92540431023
AEZ1,Russia,pe,SRnD20,-98.523384094
AEZ2,Russia,pe,SRnD20,-98.523384094
AEZ3,Russia,pe,SRnD20,-98.523384094
AEZ4,Russia,pe,SRnD20,-98.523384094
AEZ5,Russia,pe,SRnD20,-98.523384094
AEZ6,Russia,pe,SRnD20,-98.523384094
AEZ7,Russia,pe,SRnD20,-98.523384094
AEZ8,Russia,pe,SRnD20,-11.199292183
AEZ9,Russia,pe,SRnD20,-11.875918388
AEZ10,Russia,pe,SRnD20,-12.023485184
AEZ11,Russia,pe,SRnD20,-11.378146172
AEZ12,Russia,pe,SRnD20,-13.699584961
AEZ13,Russia,pe,SRnD20,-9.5910491943
AEZ14,Russia,pe,SRnD20,-9.5904741287
AEZ15,Russia,pe,SRnD20,-9.6904840469
AEZ16,Russia,pe,SRnD20,-98.523384094
AEZ17,Russia,pe,SRnD20,-98.523384094
AEZ18,Russia,pe,SRnD20,-15.874944687
UnSkLab,Russia,pe,SRnD20,0.37794610858
SkLab,Russia,pe,SRnD20,0.283113271
Capital,Russia,pe,SRnD20,0.37003487349
NatRes,Russia,pe,SRnD20,0.64629667997
AEZ1,S_o_Amer,pe,SRnD20,-7.65655756
AEZ2,S_o_Amer,pe,SRnD20,-6.6429152489
AEZ3,S_o_Amer,pe,SRnD20,-6.5731992722
AEZ4,S_o_Amer,pe,SRnD20,-6.6351575851
AEZ5,S_o_Amer,pe,SRnD20,-6.6299953461
AEZ6,S_o_Amer,pe,SRnD20,-6.0833678246
AEZ7,S_o_Amer,pe,SRnD20,-7.8128819466
AEZ8,S_o_Amer,pe,SRnD20,-7.0717000961
AEZ9,S_o_Amer,pe,SRnD20,-7.5391821861
AEZ10,S_o_Amer,pe,SRnD20,-8.0399417877
AEZ11,S_o_Amer,pe,SRnD20,-7.3089585304
AEZ12,S_o_Amer,pe,SRnD20,-6.7057161331
AEZ13,S_o_Amer,pe,SRnD20,-4.5528049469
AEZ14,S_o_Amer,pe,SRnD20,-4.3755364418
AEZ15,S_o_Amer,pe,SRnD20,-4.4499030113
AEZ16,S_o_Amer,pe,SRnD20,-4.6334729195
AEZ17,S_o_Amer,pe,SRnD20,-4.6286277771
AEZ18,S_o_Amer,pe,SRnD20,-6.1299767494
UnSkLab,S_o_Amer,pe,SRnD20,0.19634047151
SkLab,S_o_Amer,pe,SRnD20,0.16016280651
Capital,S_o_Amer,pe,SRnD20,0.19482499361
NatRes,S_o_Amer,pe,SRnD20,0.7432628274
AEZ1,S_S_AFR,pe,SRnD20,-6.6006455421
AEZ2,S_S_AFR,pe,SRnD20,-6.7415785789
AEZ3,S_S_AFR,pe,SRnD20,-6.4192237854
