ACTS,REG,RACTRES,SCEN,Value
crsgrns,EGY,qo,SRLand,0.67537176609
fruitveg,EGY,qo,SRLand,1.31427145
oilsds,EGY,qo,SRLand,0.64439618587
sugarcrps,EGY,qo,SRLand,0.60411161184
cotton,EGY,qo,SRLand,2.9238932133
othercrps,EGY,qo,SRLand,2.4051027298
forestsec,EGY,qo,SRLand,-0.22438502312
fishery,EGY,qo,SRLand,0.3308609128
ruminant,EGY,qo,SRLand,0.69096499681
nonruminant,EGY,qo,SRLand,0.6836411953
PrFood,EGY,qo,SRLand,0.57150918245
PrLstk,EGY,qo,SRLand,0.4711124301
NRes,EGY,qo,SRLand,-0.13387337327
Mnfcing,EGY,qo,SRLand,0.059770204127
Services,EGY,qo,SRLand,0.083174146712
paddyrice,ETH,qo,SRLand,0.14056792855
wheat,ETH,qo,SRLand,-0.10608761013
crsgrns,ETH,qo,SRLand,-0.051550552249
fruitveg,ETH,qo,SRLand,-0.106280379
oilsds,ETH,qo,SRLand,-3.5543763638
sugarcrps,ETH,qo,SRLand,-0.026644980535
cotton,ETH,qo,SRLand,-0.23363040388
othercrps,ETH,qo,SRLand,0.20143195987
forestsec,ETH,qo,SRLand,0.19754652679
fishery,ETH,qo,SRLand,-0.03283958137
ruminant,ETH,qo,SRLand,0.072060488164
nonruminant,ETH,qo,SRLand,-0.16733528674
PrFood,ETH,qo,SRLand,-0.062359433621
PrLstk,ETH,qo,SRLand,0.56594753265
NRes,ETH,qo,SRLand,-0.010221097618
Mnfcing,ETH,qo,SRLand,0.2876316011
Services,ETH,qo,SRLand,0.16815969348
paddyrice,EU27,qo,SRLand,0.58872246742
wheat,EU27,qo,SRLand,0.56806826591
crsgrns,EU27,qo,SRLand,1.30470900330693E-0003
fruitveg,EU27,qo,SRLand,-1.1712348461
oilsds,EU27,qo,SRLand,-1.7071956396
sugarcrps,EU27,qo,SRLand,5.6722459793
cotton,EU27,qo,SRLand,-6.0332932472
othercrps,EU27,qo,SRLand,-0.21941143274
forestsec,EU27,qo,SRLand,1.2178993225
fishery,EU27,qo,SRLand,-0.050383649766
ruminant,EU27,qo,SRLand,-0.68303525448
nonruminant,EU27,qo,SRLand,-0.22127044201
PrFood,EU27,qo,SRLand,-0.012158470228
PrLstk,EU27,qo,SRLand,-0.34321045876
NRes,EU27,qo,SRLand,0.015594202094
Mnfcing,EU27,qo,SRLand,0.036228384823
Services,EU27,qo,SRLand,0.01036230661
paddyrice,IDN,qo,SRLand,-1.8398452997
wheat,IDN,qo,SRLand,-38.12840271
crsgrns,IDN,qo,SRLand,-0.75581216812
fruitveg,IDN,qo,SRLand,0.16081444919
oilsds,IDN,qo,SRLand,-1.0262925625
sugarcrps,IDN,qo,SRLand,-0.73534184694
cotton,IDN,qo,SRLand,0.10917779803
othercrps,IDN,qo,SRLand,0.56344485283
forestsec,IDN,qo,SRLand,0.30131107569
fishery,IDN,qo,SRLand,-0.034870874137
ruminant,IDN,qo,SRLand,-1.066488266
nonruminant,IDN,qo,SRLand,-0.11159060895
PrFood,IDN,qo,SRLand,-0.33513510227
PrLstk,IDN,qo,SRLand,-0.075424857438
NRes,IDN,qo,SRLand,-3.04786954075098E-0003
Mnfcing,IDN,qo,SRLand,0.24535878003
Services,IDN,qo,SRLand,0.042469862849
paddyrice,INDIA,qo,SRLand,-8.66988115012646E-0003
wheat,INDIA,qo,SRLand,-0.64291656017
crsgrns,INDIA,qo,SRLand,-0.33113324642
fruitveg,INDIA,qo,SRLand,0.15836545825
oilsds,INDIA,qo,SRLand,0.2186549902
sugarcrps,INDIA,qo,SRLand,-0.21049812436
cotton,INDIA,qo,SRLand,1.9346210957
othercrps,INDIA,qo,SRLand,-0.43514811993
forestsec,INDIA,qo,SRLand,-0.54851162434
fishery,INDIA,qo,SRLand,0.02674187161
ruminant,INDIA,qo,SRLand,-0.14684937894
nonruminant,INDIA,qo,SRLand,-0.024349484593
PrFood,INDIA,qo,SRLand,0.06136425212
PrLstk,INDIA,qo,SRLand,0.084765166044
NRes,INDIA,qo,SRLand,9.36778169125319E-0003
Mnfcing,INDIA,qo,SRLand,-0.041934546083
Services,INDIA,qo,SRLand,0.040978938341
paddyrice,JAPAN,qo,SRLand,-0.10130512714
wheat,JAPAN,qo,SRLand,-46.617420197
crsgrns,JAPAN,qo,SRLand,-38.971817017
fruitveg,JAPAN,qo,SRLand,0.52651780844
oilsds,JAPAN,qo,SRLand,-47.6720047
sugarcrps,JAPAN,qo,SRLand,-5.4234108925
cotton,JAPAN,qo,SRLand,-32.69026947
othercrps,JAPAN,qo,SRLand,-1.1611479521
forestsec,JAPAN,qo,SRLand,0.24689902365
fishery,JAPAN,qo,SRLand,-0.019537217915
ruminant,JAPAN,qo,SRLand,-3.0708813667
nonruminant,JAPAN,qo,SRLand,-0.99625974894
PrFood,JAPAN,qo,SRLand,-0.021755674854
PrLstk,JAPAN,qo,SRLand,-1.846405983
NRes,JAPAN,qo,SRLand,0.047014486045
Mnfcing,JAPAN,qo,SRLand,0.054510168731
Services,JAPAN,qo,SRLand,0.013643953018
paddyrice,KOR,qo,SRLand,9.24771837890148E-0003
wheat,KOR,qo,SRLand,0.54255878925
crsgrns,KOR,qo,SRLand,0.43988087773
fruitveg,KOR,qo,SRLand,0.91678279638
oilsds,KOR,qo,SRLand,3.1337213516
sugarcrps,KOR,qo,SRLand,-19.026638031
cotton,KOR,qo,SRLand,0.66713225842
othercrps,KOR,qo,SRLand,0.93900692463
forestsec,KOR,qo,SRLand,-3.5305256844
fishery,KOR,qo,SRLand,8.20252392441034E-0003
ruminant,KOR,qo,SRLand,0.39815685153
nonruminant,KOR,qo,SRLand,0.20853501558
PrFood,KOR,qo,SRLand,0.090347349644
PrLstk,KOR,qo,SRLand,0.30860179663
NRes,KOR,qo,SRLand,7.81594682484865E-0003
Mnfcing,KOR,qo,SRLand,-0.026460040361
Services,KOR,qo,SRLand,0.012589301914
paddyrice,MAR,qo,SRLand,2.4924681187
wheat,MAR,qo,SRLand,0.34501197934
crsgrns,MAR,qo,SRLand,0.30523055792
fruitveg,MAR,qo,SRLand,0.23830525577
oilsds,MAR,qo,SRLand,-0.27997347713
sugarcrps,MAR,qo,SRLand,0.65700423717
cotton,MAR,qo,SRLand,0.49402233958
othercrps,MAR,qo,SRLand,1.289861083
forestsec,MAR,qo,SRLand,1.3460278511
fishery,MAR,qo,SRLand,-0.043774407357
ruminant,MAR,qo,SRLand,0.3018321991
nonruminant,MAR,qo,SRLand,0.065636232495
PrFood,MAR,qo,SRLand,0.31115010381
PrLstk,MAR,qo,SRLand,0.31048184633
NRes,MAR,qo,SRLand,0.017965968698
Mnfcing,MAR,qo,SRLand,-0.034774515778
Services,MAR,qo,SRLand,-0.020685836673
paddyrice,MDG,qo,SRLand,0.079861804843
wheat,MDG,qo,SRLand,1.5723545551
crsgrns,MDG,qo,SRLand,0.049144119024
fruitveg,MDG,qo,SRLand,-0.53456252813
oilsds,MDG,qo,SRLand,-0.11247313768
sugarcrps,MDG,qo,SRLand,0.079405553639
cotton,MDG,qo,SRLand,0.34250453115
othercrps,MDG,qo,SRLand,1.3011472225
forestsec,MDG,qo,SRLand,-0.34417253733
fishery,MDG,qo,SRLand,0.063442647457
ruminant,MDG,qo,SRLand,0.21963232756
nonruminant,MDG,qo,SRLand,0.066815152764
PrFood,MDG,qo,SRLand,0.087022915483
PrLstk,MDG,qo,SRLand,0.26022729278
NRes,MDG,qo,SRLand,-0.011927736923
Mnfcing,MDG,qo,SRLand,-0.012429699302
Services,MDG,qo,SRLand,0.023373030126
paddyrice,MEAS_NAfr,qo,SRLand,-0.05327860266
wheat,MEAS_NAfr,qo,SRLand,1.968645215
crsgrns,MEAS_NAfr,qo,SRLand,0.97398948669
fruitveg,MEAS_NAfr,qo,SRLand,2.2990071774
oilsds,MEAS_NAfr,qo,SRLand,1.5332255363
sugarcrps,MEAS_NAfr,qo,SRLand,-10.236964226
cotton,MEAS_NAfr,qo,SRLand,2.491642952
othercrps,MEAS_NAfr,qo,SRLand,2.3796024323
forestsec,MEAS_NAfr,qo,SRLand,0.70285904408
fishery,MEAS_NAfr,qo,SRLand,0.027010610327
ruminant,MEAS_NAfr,qo,SRLand,0.49840956926
nonruminant,MEAS_NAfr,qo,SRLand,0.15048255026
PrFood,MEAS_NAfr,qo,SRLand,-0.29667115211
PrLstk,MEAS_NAfr,qo,SRLand,0.17413714528
NRes,MEAS_NAfr,qo,SRLand,3.03827575407922E-0003
Mnfcing,MEAS_NAfr,qo,SRLand,-0.11233022064
Services,MEAS_NAfr,qo,SRLand,0.043597958982
paddyrice,MEX,qo,SRLand,0.95111185312
wheat,MEX,qo,SRLand,-12.649312019
crsgrns,MEX,qo,SRLand,-1.8990820646
fruitveg,MEX,qo,SRLand,-0.26274141669
oilsds,MEX,qo,SRLand,-4.247988224
sugarcrps,MEX,qo,SRLand,0.064237698913
cotton,MEX,qo,SRLand,-1.4540412426
othercrps,MEX,qo,SRLand,0.5036777854
forestsec,MEX,qo,SRLand,0.17711482942
fishery,MEX,qo,SRLand,-0.031317472458
ruminant,MEX,qo,SRLand,-0.85895335674
nonruminant,MEX,qo,SRLand,-0.21065740287
PrFood,MEX,qo,SRLand,0.065685145557
PrLstk,MEX,qo,SRLand,-0.39262661338
NRes,MEX,qo,SRLand,0.011678299867
Mnfcing,MEX,qo,SRLand,0.054616987705
Services,MEX,qo,SRLand,0.019105983898
paddyrice,MYS,qo,SRLand,-2.4754493237
wheat,MYS,qo,SRLand,-18.884138107
crsgrns,MYS,qo,SRLand,0.71300429106
fruitveg,MYS,qo,SRLand,0.55197364092
oilsds,MYS,qo,SRLand,-0.56684285402
sugarcrps,MYS,qo,SRLand,-0.36724966764
cotton,MYS,qo,SRLand,-31.266565323
othercrps,MYS,qo,SRLand,1.0054098368
forestsec,MYS,qo,SRLand,-0.090453922749
fishery,MYS,qo,SRLand,-0.1085337922
ruminant,MYS,qo,SRLand,0.32738858461
nonruminant,MYS,qo,SRLand,-1.3719489574
PrFood,MYS,qo,SRLand,-0.82175534964
PrLstk,MYS,qo,SRLand,0.47563907504
NRes,MYS,qo,SRLand,0.023724129423
Mnfcing,MYS,qo,SRLand,0.073683142662
Services,MYS,qo,SRLand,0.035107623786
paddyrice,NGA,qo,SRLand,-0.011767664924
wheat,NGA,qo,SRLand,-0.046057660133
crsgrns,NGA,qo,SRLand,-8.40429309755564E-0003
fruitveg,NGA,qo,SRLand,-0.013037333265
oilsds,NGA,qo,SRLand,-0.014143829234
sugarcrps,NGA,qo,SRLand,-0.011683700606
cotton,NGA,qo,SRLand,0.31069535017
othercrps,NGA,qo,SRLand,-0.15860393643
forestsec,NGA,qo,SRLand,-0.35765948892
fishery,NGA,qo,SRLand,-0.010943833739
ruminant,NGA,qo,SRLand,0.011026090942
nonruminant,NGA,qo,SRLand,4.08477568998933E-0003
PrFood,NGA,qo,SRLand,-0.046043369919
PrLstk,NGA,qo,SRLand,6.33021304383874E-0003
NRes,NGA,qo,SRLand,3.54152615182102E-0003
Mnfcing,NGA,qo,SRLand,0.054975576699
Services,NGA,qo,SRLand,-9.76824449026026E-0005
paddyrice,Oceania,qo,SRLand,0.04409494251
wheat,Oceania,qo,SRLand,-2.3909604549
crsgrns,Oceania,qo,SRLand,0.25779914856
fruitveg,Oceania,qo,SRLand,-0.40654116869
oilsds,Oceania,qo,SRLand,-1.0476613045
sugarcrps,Oceania,qo,SRLand,0.32790187001
cotton,Oceania,qo,SRLand,2.3764064312
othercrps,Oceania,qo,SRLand,2.7941343784
forestsec,Oceania,qo,SRLand,-0.34609535336
fishery,Oceania,qo,SRLand,4.76031424477696E-0003
ruminant,Oceania,qo,SRLand,1.0591211319
nonruminant,Oceania,qo,SRLand,0.051219299436
PrFood,Oceania,qo,SRLand,0.017868820578
PrLstk,Oceania,qo,SRLand,0.35263967514
NRes,Oceania,qo,SRLand,4.23184409737587E-0003
Mnfcing,Oceania,qo,SRLand,-0.10194373876
Services,Oceania,qo,SRLand,4.25461074337363E-0003
paddyrice,Oth_CEE_CIS,qo,SRLand,-13.836701393
wheat,Oth_CEE_CIS,qo,SRLand,1.3906290531
crsgrns,Oth_CEE_CIS,qo,SRLand,0.032476436347
fruitveg,Oth_CEE_CIS,qo,SRLand,0.13066144288
oilsds,Oth_CEE_CIS,qo,SRLand,2.4811508656
sugarcrps,Oth_CEE_CIS,qo,SRLand,1.2839534283
cotton,Oth_CEE_CIS,qo,SRLand,2.0050106049
othercrps,Oth_CEE_CIS,qo,SRLand,0.31663948298
forestsec,Oth_CEE_CIS,qo,SRLand,0.17253601551
fishery,Oth_CEE_CIS,qo,SRLand,-0.28468328714
ruminant,Oth_CEE_CIS,qo,SRLand,-0.87510931492
nonruminant,Oth_CEE_CIS,qo,SRLand,-0.4824308157
PrFood,Oth_CEE_CIS,qo,SRLand,0.057096272707
PrLstk,Oth_CEE_CIS,qo,SRLand,-2.9217305183
NRes,Oth_CEE_CIS,qo,SRLand,0.038938470185
Mnfcing,Oth_CEE_CIS,qo,SRLand,-0.20702075958
Services,Oth_CEE_CIS,qo,SRLand,0.098207674921
paddyrice,Oth_Europe,qo,SRLand,-43.703399658
wheat,Oth_Europe,qo,SRLand,8.3854589462
crsgrns,Oth_Europe,qo,SRLand,0.041462529451
fruitveg,Oth_Europe,qo,SRLand,7.4398488998
oilsds,Oth_Europe,qo,SRLand,13.983995438
sugarcrps,Oth_Europe,qo,SRLand,1.529468298
cotton,Oth_Europe,qo,SRLand,-46.481082916
othercrps,Oth_Europe,qo,SRLand,-23.892759323
forestsec,Oth_Europe,qo,SRLand,4.56270504
fishery,Oth_Europe,qo,SRLand,-0.25571653247
ruminant,Oth_Europe,qo,SRLand,-1.0300481319
nonruminant,Oth_Europe,qo,SRLand,-0.873028934
PrFood,Oth_Europe,qo,SRLand,-0.85682314634
PrLstk,Oth_Europe,qo,SRLand,-0.74767833948
NRes,Oth_Europe,qo,SRLand,0.050579633564
Mnfcing,Oth_Europe,qo,SRLand,0.1878914088
Services,Oth_Europe,qo,SRLand,0.077638074756
paddyrice,PAK,qo,SRLand,0.051169738173
wheat,PAK,qo,SRLand,0.049142692238
crsgrns,PAK,qo,SRLand,0.047654099762
fruitveg,PAK,qo,SRLand,-0.27030184865
oilsds,PAK,qo,SRLand,-0.25637114048
sugarcrps,PAK,qo,SRLand,0.096412248909
cotton,PAK,qo,SRLand,-0.030323263258
othercrps,PAK,qo,SRLand,0.21638439596
forestsec,PAK,qo,SRLand,0.075372166932
fishery,PAK,qo,SRLand,-5.83877204917371E-0004
ruminant,PAK,qo,SRLand,0.084891401231
nonruminant,PAK,qo,SRLand,5.56731596589088E-0003
PrFood,PAK,qo,SRLand,0.27665257454
PrLstk,PAK,qo,SRLand,0.061202693731
NRes,PAK,qo,SRLand,7.37289758399129E-0003
Mnfcing,PAK,qo,SRLand,-0.073352865875
Services,PAK,qo,SRLand,3.03807691670954E-0003
paddyrice,PHL,qo,SRLand,-0.16577388346
wheat,PHL,qo,SRLand,-28.408761978
crsgrns,PHL,qo,SRLand,0.076659396291
fruitveg,PHL,qo,SRLand,-0.5112580061
oilsds,PHL,qo,SRLand,0.89082968235
sugarcrps,PHL,qo,SRLand,2.09636730141938E-0003
cotton,PHL,qo,SRLand,-0.82380723953
othercrps,PHL,qo,SRLand,0.65219455957
forestsec,PHL,qo,SRLand,-3.1377770901
fishery,PHL,qo,SRLand,0.017223494127
ruminant,PHL,qo,SRLand,0.49894213676
nonruminant,PHL,qo,SRLand,0.18326751888
PrFood,PHL,qo,SRLand,6.30391668528318E-0003
PrLstk,PHL,qo,SRLand,0.28985229135
NRes,PHL,qo,SRLand,-0.014744438231
Mnfcing,PHL,qo,SRLand,0.033052407205
Services,PHL,qo,SRLand,0.023762337863
paddyrice,POL,qo,SRLand,-29.742349625
wheat,POL,qo,SRLand,-1.7718211412
crsgrns,POL,qo,SRLand,-0.66342955828
fruitveg,POL,qo,SRLand,7.9178404808
oilsds,POL,qo,SRLand,18.480838776
sugarcrps,POL,qo,SRLand,0.18612314761
cotton,POL,qo,SRLand,1.8892077208
othercrps,POL,qo,SRLand,-0.47710385919
forestsec,POL,qo,SRLand,-0.71843367815
fishery,POL,qo,SRLand,0.017347173765
ruminant,POL,qo,SRLand,-0.050242364407
nonruminant,POL,qo,SRLand,-0.013069238514
PrFood,POL,qo,SRLand,0.17588110268
PrLstk,POL,qo,SRLand,0.17993560433
NRes,POL,qo,SRLand,2.22482299432158E-0003
Mnfcing,POL,qo,SRLand,-0.13201007247
Services,POL,qo,SRLand,0.022026386112
paddyrice,R_S_Asia,qo,SRLand,0.015054426156
wheat,R_S_Asia,qo,SRLand,1.4301394224
crsgrns,R_S_Asia,qo,SRLand,0.9225807786
fruitveg,R_S_Asia,qo,SRLand,1.5172786713
oilsds,R_S_Asia,qo,SRLand,0.89751034975
sugarcrps,R_S_Asia,qo,SRLand,0.74839645624
cotton,R_S_Asia,qo,SRLand,-39.286655426
othercrps,R_S_Asia,qo,SRLand,2.6740157604
forestsec,R_S_Asia,qo,SRLand,1.7248027325
fishery,R_S_Asia,qo,SRLand,0.11825261265
ruminant,R_S_Asia,qo,SRLand,0.65233498812
nonruminant,R_S_Asia,qo,SRLand,0.30939900875
PrFood,R_S_Asia,qo,SRLand,0.36532619596
PrLstk,R_S_Asia,qo,SRLand,0.97259294987
NRes,R_S_Asia,qo,SRLand,-0.18709760904
Mnfcing,R_S_Asia,qo,SRLand,-0.10420525074
Services,R_S_Asia,qo,SRLand,0.12150251865
paddyrice,R_SE_Asia,qo,SRLand,0.085271969438
wheat,R_SE_Asia,qo,SRLand,-58.374900818
crsgrns,R_SE_Asia,qo,SRLand,-0.21349722147
fruitveg,R_SE_Asia,qo,SRLand,-0.12485875189
oilsds,R_SE_Asia,qo,SRLand,-0.49140655994
sugarcrps,R_SE_Asia,qo,SRLand,-0.025251818821
cotton,R_SE_Asia,qo,SRLand,-2.9445803165
othercrps,R_SE_Asia,qo,SRLand,0.67662507296
forestsec,R_SE_Asia,qo,SRLand,-0.24211031199
fishery,R_SE_Asia,qo,SRLand,0.024417836219
ruminant,R_SE_Asia,qo,SRLand,0.21385116875
nonruminant,R_SE_Asia,qo,SRLand,0.055850286037
PrFood,R_SE_Asia,qo,SRLand,0.090308092535
PrLstk,R_SE_Asia,qo,SRLand,0.082355849445
NRes,R_SE_Asia,qo,SRLand,-6.40732992906123E-0004
Mnfcing,R_SE_Asia,qo,SRLand,-0.025708716363
Services,R_SE_Asia,qo,SRLand,7.64061091467738E-0003
paddyrice,Russia,qo,SRLand,13.333981514
wheat,Russia,qo,SRLand,0.50232172012
crsgrns,Russia,qo,SRLand,-0.14893248677
fruitveg,Russia,qo,SRLand,-0.4763417542
oilsds,Russia,qo,SRLand,1.0719950199
sugarcrps,Russia,qo,SRLand,0.35165694356
cotton,Russia,qo,SRLand,-2.5664510727
othercrps,Russia,qo,SRLand,-71.813751221
forestsec,Russia,qo,SRLand,0.52473545074
fishery,Russia,qo,SRLand,-7.41425435990095E-0003
ruminant,Russia,qo,SRLand,-0.87260842323
nonruminant,Russia,qo,SRLand,0.1000738591
PrFood,Russia,qo,SRLand,0.094647683203
PrLstk,Russia,qo,SRLand,0.18577696383
NRes,Russia,qo,SRLand,1.11428042873740E-0003
Mnfcing,Russia,qo,SRLand,-0.067049436271
Services,Russia,qo,SRLand,0.01610240154
paddyrice,S_o_Amer,qo,SRLand,0.13349954784
wheat,S_o_Amer,qo,SRLand,0.91818898916
crsgrns,S_o_Amer,qo,SRLand,-0.060006801039
fruitveg,S_o_Amer,qo,SRLand,-0.34879347682
oilsds,S_o_Amer,qo,SRLand,0.54956811666
sugarcrps,S_o_Amer,qo,SRLand,0.10828582942
cotton,S_o_Amer,qo,SRLand,0.76877003908
othercrps,S_o_Amer,qo,SRLand,2.3256325722
forestsec,S_o_Amer,qo,SRLand,0.023843800649
fishery,S_o_Amer,qo,SRLand,0.027326071635
ruminant,S_o_Amer,qo,SRLand,0.38992267847
nonruminant,S_o_Amer,qo,SRLand,0.17393706739
PrFood,S_o_Amer,qo,SRLand,0.066036336124
PrLstk,S_o_Amer,qo,SRLand,0.26252004504
NRes,S_o_Amer,qo,SRLand,7.78623216319829E-0004
Mnfcing,S_o_Amer,qo,SRLand,-0.12070950866
Services,S_o_Amer,qo,SRLand,0.012047931552
paddyrice,S_S_AFR,qo,SRLand,-0.17249797285
wheat,S_S_AFR,qo,SRLand,-8.2854480743
crsgrns,S_S_AFR,qo,SRLand,-0.066824898124
fruitveg,S_S_AFR,qo,SRLand,-0.77084046602
oilsds,S_S_AFR,qo,SRLand,-0.33075737953
sugarcrps,S_S_AFR,qo,SRLand,-1.8998295069
cotton,S_S_AFR,qo,SRLand,0.10660543293
othercrps,S_S_AFR,qo,SRLand,-0.41314318776
forestsec,S_S_AFR,qo,SRLand,0.025023659691
fishery,S_S_AFR,qo,SRLand,-0.19163261354
ruminant,S_S_AFR,qo,SRLand,0.1849283278
nonruminant,S_S_AFR,qo,SRLand,0.054599404335
PrFood,S_S_AFR,qo,SRLand,-1.0384138823
PrLstk,S_S_AFR,qo,SRLand,0.22110109031
NRes,S_S_AFR,qo,SRLand,0.078670933843
Mnfcing,S_S_AFR,qo,SRLand,0.540548563
Services,S_S_AFR,qo,SRLand,0.12335889786
paddyrice,TUR,qo,SRLand,4.783267498
wheat,TUR,qo,SRLand,-3.811275959
crsgrns,TUR,qo,SRLand,-0.34282916784
fruitveg,TUR,qo,SRLand,0.90791338682
oilsds,TUR,qo,SRLand,-7.0580687523
sugarcrps,TUR,qo,SRLand,-0.072605870664
cotton,TUR,qo,SRLand,-15.824707985
othercrps,TUR,qo,SRLand,-11.192913055
forestsec,TUR,qo,SRLand,1.1952059269
fishery,TUR,qo,SRLand,-0.026591448113
ruminant,TUR,qo,SRLand,0.26165661216
nonruminant,TUR,qo,SRLand,0.040102668107
PrFood,TUR,qo,SRLand,0.3078443408
PrLstk,TUR,qo,SRLand,0.14656673372
NRes,TUR,qo,SRLand,0.028282081708
Mnfcing,TUR,qo,SRLand,0.14268511534
Services,TUR,qo,SRLand,0.029300753027
paddyrice,USA,qo,SRLand,1.4286907911
wheat,USA,qo,SRLand,0.99013030529
crsgrns,USA,qo,SRLand,-0.081084989011
fruitveg,USA,qo,SRLand,0.53022736311
oilsds,USA,qo,SRLand,2.2970774174
sugarcrps,USA,qo,SRLand,0.20662643015
cotton,USA,qo,SRLand,-4.8686156273
othercrps,USA,qo,SRLand,0.95708459616
forestsec,USA,qo,SRLand,-0.10805879533
fishery,USA,qo,SRLand,-0.083576343954
ruminant,USA,qo,SRLand,-0.52983570099
nonruminant,USA,qo,SRLand,-0.22580803931
PrFood,USA,qo,SRLand,0.14048938453
PrLstk,USA,qo,SRLand,-0.43326318264
NRes,USA,qo,SRLand,0.011474971659
Mnfcing,USA,qo,SRLand,-0.018221016973
Services,USA,qo,SRLand,6.74017751589417E-0003
paddyrice,VNM,qo,SRLand,0.034026261419
wheat,VNM,qo,SRLand,-26.337350845
crsgrns,VNM,qo,SRLand,0.20443353057
fruitveg,VNM,qo,SRLand,-0.47137796879
oilsds,VNM,qo,SRLand,0.068879336119
sugarcrps,VNM,qo,SRLand,0.058474298567
cotton,VNM,qo,SRLand,-0.032871942967
othercrps,VNM,qo,SRLand,1.852235198
forestsec,VNM,qo,SRLand,-1.0768013
fishery,VNM,qo,SRLand,0.011115943082
ruminant,VNM,qo,SRLand,0.6274523139
nonruminant,VNM,qo,SRLand,0.068654917181
PrFood,VNM,qo,SRLand,0.063322812319
PrLstk,VNM,qo,SRLand,0.18641120195
NRes,VNM,qo,SRLand,-7.29230989236385E-0004
Mnfcing,VNM,qo,SRLand,-0.017583712935
Services,VNM,qo,SRLand,4.03978349640965E-0003
paddyrice,XAC,qo,SRLand,0.021262023598
wheat,XAC,qo,SRLand,-0.047058004886
crsgrns,XAC,qo,SRLand,0.04168600589
fruitveg,XAC,qo,SRLand,-0.12889669836
oilsds,XAC,qo,SRLand,0.62973308563
sugarcrps,XAC,qo,SRLand,0.045108001679
cotton,XAC,qo,SRLand,1.1183683872
othercrps,XAC,qo,SRLand,0.37865903974
forestsec,XAC,qo,SRLand,0.016987422481
fishery,XAC,qo,SRLand,0.09181728214
ruminant,XAC,qo,SRLand,0.063523814082
nonruminant,XAC,qo,SRLand,0.086806826293
PrFood,XAC,qo,SRLand,0.070015721023
PrLstk,XAC,qo,SRLand,0.28866627812
NRes,XAC,qo,SRLand,-0.010530910455
Mnfcing,XAC,qo,SRLand,-0.062568165362
Services,XAC,qo,SRLand,2.47105630114675E-0003
paddyrice,ZAF,qo,SRLand,-0.064042784274
wheat,ZAF,qo,SRLand,0.11613704264
crsgrns,ZAF,qo,SRLand,0.12564270198
fruitveg,ZAF,qo,SRLand,-0.98232907057
oilsds,ZAF,qo,SRLand,4.21147886663675E-0003
sugarcrps,ZAF,qo,SRLand,0.91259473562
cotton,ZAF,qo,SRLand,-0.19420427084
othercrps,ZAF,qo,SRLand,1.1176712513
forestsec,ZAF,qo,SRLand,-0.25986233354
fishery,ZAF,qo,SRLand,0.065850012004
ruminant,ZAF,qo,SRLand,0.31843176484
nonruminant,ZAF,qo,SRLand,0.035480882972
PrFood,ZAF,qo,SRLand,0.28890743852
PrLstk,ZAF,qo,SRLand,0.065331175923
NRes,ZAF,qo,SRLand,6.50170305743814E-0003
Mnfcing,ZAF,qo,SRLand,-0.034730099142
Services,ZAF,qo,SRLand,7.09527885192074E-0005
paddyrice,ARG,po,SRnD20,-1.2395474911
wheat,ARG,po,SRnD20,-0.82748103142
crsgrns,ARG,po,SRnD20,-1.7258040905
fruitveg,ARG,po,SRnD20,-2.3840384483
oilsds,ARG,po,SRnD20,-3.4494848251
sugarcrps,ARG,po,SRnD20,-1.5778609514
cotton,ARG,po,SRnD20,-3.1674103737
othercrps,ARG,po,SRnD20,-1.7412911654
forestsec,ARG,po,SRnD20,14.365929604
fishery,ARG,po,SRnD20,0.72891664505
ruminant,ARG,po,SRnD20,-0.81187397242
nonruminant,ARG,po,SRnD20,-0.51676398516
PrFood,ARG,po,SRnD20,-1.0532772541
PrLstk,ARG,po,SRnD20,-0.44858118892
NRes,ARG,po,SRnD20,0.46471324563
Mnfcing,ARG,po,SRnD20,0.20819455385
Services,ARG,po,SRnD20,-0.039670027792
paddyrice,BGD,po,SRnD20,-1.8896214962
wheat,BGD,po,SRnD20,-1.2320133448
crsgrns,BGD,po,SRnD20,-1.352617979
fruitveg,BGD,po,SRnD20,-1.1898909807
oilsds,BGD,po,SRnD20,0.45075196028
sugarcrps,BGD,po,SRnD20,-1.737357378
cotton,BGD,po,SRnD20,-2.0027859211
othercrps,BGD,po,SRnD20,-1.6783211231
forestsec,BGD,po,SRnD20,-9.514465332
fishery,BGD,po,SRnD20,0.99669665098
ruminant,BGD,po,SRnD20,-1.952580452
nonruminant,BGD,po,SRnD20,-0.6480883956
PrFood,BGD,po,SRnD20,-0.737837255
PrLstk,BGD,po,SRnD20,0.32763209939
NRes,BGD,po,SRnD20,0.70759469271
Mnfcing,BGD,po,SRnD20,0.18573443592
Services,BGD,po,SRnD20,0.24993211031
paddyrice,BRAZIL,po,SRnD20,-1.8965237141
wheat,BRAZIL,po,SRnD20,0.2723711431
crsgrns,BRAZIL,po,SRnD20,-1.9152354002
fruitveg,BRAZIL,po,SRnD20,-3.1300179958
oilsds,BRAZIL,po,SRnD20,-3.4592392445
sugarcrps,BRAZIL,po,SRnD20,-2.6185569763
cotton,BRAZIL,po,SRnD20,-4.4609518051
othercrps,BRAZIL,po,SRnD20,-2.0694396496
forestsec,BRAZIL,po,SRnD20,-0.56482028961
fishery,BRAZIL,po,SRnD20,0.44550481439
