REGWLD,GDPIN,SCEN,Value
ZAF,TechChange,GlOBPES,-4.00674156844616E-0003
World,TechChange,GlOBPES,0.017854657024
ARG,Land,NATPES,-9.61691723205149E-0004
BGD,Land,NATPES,-1.14965485408902E-0003
BRAZIL,Land,NATPES,-3.44003713689744E-0003
C_C_Amer,Land,NATPES,-4.31131478399038E-0003
CAN,Land,NATPES,-1.22351176105440E-0003
CHIHKG,Land,NATPES,-1.04778227978386E-0004
COL,Land,NATPES,-6.89406064338982E-0004
E_Asia,Land,NATPES,-1.18408512207679E-0004
EGY,Land,NATPES,2.21471255645156E-0003
ETH,Land,NATPES,-2.92280456051230E-0003
EU27,Land,NATPES,-5.00807655043900E-0004
IDN,Land,NATPES,-0.05207714811
INDIA,Land,NATPES,-0.015510989353
JAPAN,Land,NATPES,-3.59434838173911E-0004
KOR,Land,NATPES,-3.47361434251070E-0004
MAR,Land,NATPES,-2.16601928696036E-0003
MDG,Land,NATPES,-7.89765559602529E-0004
MEAS_NAfr,Land,NATPES,-3.80364805459976E-0003
MEX,Land,NATPES,-0.010471907444
MYS,Land,NATPES,-0.071405433118
NGA,Land,NATPES,-1.60715833771974E-0003
Oceania,Land,NATPES,-3.99223994463682E-0004
Oth_CEE_CIS,Land,NATPES,-1.91755453124642E-0003
Oth_Europe,Land,NATPES,-7.77113484218717E-0004
PAK,Land,NATPES,-0.027260938659
PHL,Land,NATPES,-1.63218984380364E-0003
POL,Land,NATPES,2.03009950928390E-0003
R_S_Asia,Land,NATPES,-8.03401600569487E-0003
R_SE_Asia,Land,NATPES,-4.61017573252320E-0003
Russia,Land,NATPES,-1.19646044913679E-0003
S_o_Amer,Land,NATPES,-5.97632490098476E-0004
S_S_AFR,Land,NATPES,-0.037261363119
TUR,Land,NATPES,-1.12090550828725E-0004
USA,Land,NATPES,-2.20423843711615E-0003
VNM,Land,NATPES,-2.52449768595397E-0003
XAC,Land,NATPES,-1.97742180898786E-0003
ZAF,Land,NATPES,-1.06198049616069E-0003
World,Land,NATPES,-3.09194135479629E-0003
ARG,UnSkLab,NATPES,-3.31200240566432E-0008
BGD,UnSkLab,NATPES,2.17674177294125E-0011
BRAZIL,UnSkLab,NATPES,4.78016136185033E-0006
C_C_Amer,UnSkLab,NATPES,-1.10252212834894E-0005
CAN,UnSkLab,NATPES,7.94920106272912E-0006
CHIHKG,UnSkLab,NATPES,1.69960359926336E-0004
COL,UnSkLab,NATPES,-4.01735356092559E-0009
E_Asia,UnSkLab,NATPES,-2.01549246412469E-0005
EGY,UnSkLab,NATPES,1.23261170159594E-0008
ETH,UnSkLab,NATPES,-3.94461849850813E-0008
EU27,UnSkLab,NATPES,2.09405145142227E-0004
IDN,UnSkLab,NATPES,3.15474068202093E-0007
INDIA,UnSkLab,NATPES,-1.86105464372588E-0010
JAPAN,UnSkLab,NATPES,1.72331565408967E-0005
KOR,UnSkLab,NATPES,7.85443262429908E-0005
MAR,UnSkLab,NATPES,-1.25647456883371E-0008
MDG,UnSkLab,NATPES,3.32490146526254E-0009
MEAS_NAfr,UnSkLab,NATPES,-1.11418266897090E-0005
MEX,UnSkLab,NATPES,6.82860400047502E-0006
MYS,UnSkLab,NATPES,9.16287845598163E-0009
NGA,UnSkLab,NATPES,1.42899381216921E-0009
Oceania,UnSkLab,NATPES,9.81879657047102E-0006
Oth_CEE_CIS,UnSkLab,NATPES,1.36892194859684E-0004
Oth_Europe,UnSkLab,NATPES,9.87915991572663E-0005
PAK,UnSkLab,NATPES,-5.12971831678755E-0010
PHL,UnSkLab,NATPES,-5.21885334947569E-0009
POL,UnSkLab,NATPES,1.15287066364544E-0005
R_S_Asia,UnSkLab,NATPES,7.01628778188024E-0007
R_SE_Asia,UnSkLab,NATPES,2.55864529208338E-0006
Russia,UnSkLab,NATPES,1.57172319603660E-0008
S_o_Amer,UnSkLab,NATPES,-3.00648789561819E-0005
S_S_AFR,UnSkLab,NATPES,7.21022515790537E-0005
TUR,UnSkLab,NATPES,4.29146723490703E-0007
USA,UnSkLab,NATPES,8.97482168511487E-0005
VNM,UnSkLab,NATPES,-3.03680525171046E-0009
XAC,UnSkLab,NATPES,-1.10867914848711E-0009
ZAF,UnSkLab,NATPES,1.21089460662915E-0005
World,UnSkLab,NATPES,9.38436860451475E-0005
ARG,SkLab,NATPES,1.42352556409264E-0008
BGD,SkLab,NATPES,1.73741387943238E-0009
BRAZIL,SkLab,NATPES,2.60866567259654E-0004
C_C_Amer,SkLab,NATPES,2.22213362576440E-0004
CAN,SkLab,NATPES,3.61885176971555E-0004
CHIHKG,SkLab,NATPES,7.47144338674843E-0004
COL,SkLab,NATPES,-5.80513273007455E-0008
E_Asia,SkLab,NATPES,-8.11307618278079E-0005
EGY,SkLab,NATPES,-1.78043286780394E-0008
ETH,SkLab,NATPES,2.71281692221237E-0007
EU27,SkLab,NATPES,1.89959467388690E-0003
IDN,SkLab,NATPES,1.13958245492540E-0004
INDIA,SkLab,NATPES,-1.93304288131912E-0008
JAPAN,SkLab,NATPES,7.24536832422018E-0004
KOR,SkLab,NATPES,4.66580095235258E-0004
MAR,SkLab,NATPES,-7.31208373849768E-0008
MDG,SkLab,NATPES,2.90636137378897E-0007
MEAS_NAfr,SkLab,NATPES,9.88107174634934E-0004
MEX,SkLab,NATPES,1.22877466492355E-0003
MYS,SkLab,NATPES,-8.03527626658251E-0008
NGA,SkLab,NATPES,3.96660766455170E-0008
Oceania,SkLab,NATPES,2.00793918338604E-0004
Oth_CEE_CIS,SkLab,NATPES,3.13189020380378E-0003
Oth_Europe,SkLab,NATPES,1.05897651519626E-0003
PAK,SkLab,NATPES,-6.21710896098193E-0008
PHL,SkLab,NATPES,-4.82978421700864E-0008
POL,SkLab,NATPES,-2.61078262701631E-0003
R_S_Asia,SkLab,NATPES,1.28452287754044E-0004
R_SE_Asia,SkLab,NATPES,-7.15482310624793E-0005
Russia,SkLab,NATPES,1.47037883380108E-0006
S_o_Amer,SkLab,NATPES,-2.25894647883251E-0004
S_S_AFR,SkLab,NATPES,7.39637413062155E-0004
TUR,SkLab,NATPES,7.42128249839880E-0005
USA,SkLab,NATPES,9.61348239798099E-0004
VNM,SkLab,NATPES,5.50066925342207E-0009
XAC,SkLab,NATPES,-1.11201714503295E-0009
ZAF,SkLab,NATPES,1.15847826236859E-0004
World,SkLab,NATPES,8.55844642501324E-0004
ARG,Capital,NATPES,5.01497225968706E-0008
BGD,Capital,NATPES,-2.57971449757477E-0010
BRAZIL,Capital,NATPES,8.54087353218347E-0004
C_C_Amer,Capital,NATPES,4.18812705902383E-0005
CAN,Capital,NATPES,5.61832894163672E-0005
CHIHKG,Capital,NATPES,9.16289573069662E-0004
COL,Capital,NATPES,-3.16714943160434E-0009
E_Asia,Capital,NATPES,-1.10675209725741E-0005
EGY,Capital,NATPES,-2.16529741692284E-0007
ETH,Capital,NATPES,1.96562979226655E-0007
EU27,Capital,NATPES,1.65735348127782E-0003
IDN,Capital,NATPES,9.10502974875271E-0004
INDIA,Capital,NATPES,-1.08960698241845E-0008
JAPAN,Capital,NATPES,1.95223343325779E-0004
KOR,Capital,NATPES,1.32368455524556E-0004
MAR,Capital,NATPES,2.00586462995034E-0008
MDG,Capital,NATPES,3.73598822989152E-0007
MEAS_NAfr,Capital,NATPES,-1.97581284737680E-0005
MEX,Capital,NATPES,2.84401536919177E-0003
MYS,Capital,NATPES,1.35898758912845E-0007
NGA,Capital,NATPES,-6.10605610518178E-0008
Oceania,Capital,NATPES,1.40004340209998E-0004
Oth_CEE_CIS,Capital,NATPES,1.40170568556641E-0005
Oth_Europe,Capital,NATPES,2.96405196422711E-0004
PAK,Capital,NATPES,1.78690964247608E-0008
PHL,Capital,NATPES,-9.79872361028811E-0009
POL,Capital,NATPES,-6.62434613332152E-0005
R_S_Asia,Capital,NATPES,1.91581384569872E-0005
R_SE_Asia,Capital,NATPES,1.65434503287543E-0005
Russia,Capital,NATPES,2.69181298790500E-0004
S_o_Amer,Capital,NATPES,1.83047566679306E-0004
S_S_AFR,Capital,NATPES,1.93144980585203E-0004
TUR,Capital,NATPES,-1.60011812113225E-0004
USA,Capital,NATPES,1.29719788674265E-0004
VNM,Capital,NATPES,4.22787493903343E-0008
XAC,Capital,NATPES,-2.08367167964241E-0009
ZAF,Capital,NATPES,1.69647202710621E-0004
World,Capital,NATPES,6.16907898802310E-0004
ARG,NatRes,NATPES,-1.38645739333754E-0009
BGD,NatRes,NATPES,5.25792520633672E-0010
BRAZIL,NatRes,NATPES,2.19985391014532E-0010
C_C_Amer,NatRes,NATPES,1.53965102072107E-0005
CAN,NatRes,NATPES,1.97596716766668E-0009
CHIHKG,NatRes,NATPES,-3.86107103622635E-0007
COL,NatRes,NATPES,1.94916394136158E-0009
E_Asia,NatRes,NATPES,8.27012414106321E-0008
EGY,NatRes,NATPES,3.40258932141069E-0009
ETH,NatRes,NATPES,-2.16218398740864E-0009
EU27,NatRes,NATPES,-4.16240197864681E-0007
IDN,NatRes,NATPES,-1.73450906970629E-0008
INDIA,NatRes,NATPES,1.79590509130634E-0010
JAPAN,NatRes,NATPES,-4.16483514342758E-0010
KOR,NatRes,NATPES,-2.65129163068423E-0009
MAR,NatRes,NATPES,8.11845879411521E-0009
MDG,NatRes,NATPES,1.13351878994195E-0008
MEAS_NAfr,NatRes,NATPES,-3.63208528142422E-0006
MEX,NatRes,NATPES,-3.51716711310956E-0010
MYS,NatRes,NATPES,6.51158549302977E-0009
NGA,NatRes,NATPES,-5.59876034422757E-0011
Oceania,NatRes,NATPES,8.48539457365405E-0007
Oth_CEE_CIS,NatRes,NATPES,-5.83094276862539E-0007
Oth_Europe,NatRes,NATPES,-1.33381789169107E-0007
PAK,NatRes,NATPES,-9.42587008445628E-0010
PHL,NatRes,NATPES,-7.68055485877994E-0009
POL,NatRes,NATPES,6.90122237134716E-0010
R_S_Asia,NatRes,NATPES,-4.27867325925035E-0006
R_SE_Asia,NatRes,NATPES,-8.75059777172282E-0006
Russia,NatRes,NATPES,-2.76048117697769E-0009
S_o_Amer,NatRes,NATPES,-4.36703004424999E-0007
S_S_AFR,NatRes,NATPES,6.75226547173224E-0005
TUR,NatRes,NATPES,2.14477746673936E-0009
USA,NatRes,NATPES,-1.87490845071636E-0009
VNM,NatRes,NATPES,-5.43905676053669E-0009
XAC,NatRes,NATPES,-7.24234716642513E-0009
ZAF,NatRes,NATPES,-1.59784563358301E-0009
World,NatRes,NATPES,4.55459002068892E-0007
ARG,IndTaxes,NATPES,6.42481318209320E-0004
BGD,IndTaxes,NATPES,2.43997806683183E-0003
BRAZIL,IndTaxes,NATPES,-3.54342948412523E-0004
C_C_Amer,IndTaxes,NATPES,5.87492424529046E-0004
CAN,IndTaxes,NATPES,-1.20368297211826E-0003
CHIHKG,IndTaxes,NATPES,2.25409795530140E-0003
COL,IndTaxes,NATPES,1.79616152308881E-0003
E_Asia,IndTaxes,NATPES,5.87935268413276E-0004
EGY,IndTaxes,NATPES,-1.08320976141840E-0003
ETH,IndTaxes,NATPES,-0.010874576867
EU27,IndTaxes,NATPES,1.66683387942612E-0003
IDN,IndTaxes,NATPES,4.18500043451786E-0003
INDIA,IndTaxes,NATPES,-2.75472714565694E-0003
JAPAN,IndTaxes,NATPES,4.54862602055073E-0004
KOR,IndTaxes,NATPES,-4.45006368681788E-0003
MAR,IndTaxes,NATPES,-1.55034125782549E-0003
MDG,IndTaxes,NATPES,1.14260229747742E-0003
MEAS_NAfr,IndTaxes,NATPES,3.56538081541657E-0003
MEX,IndTaxes,NATPES,1.22638116590679E-0003
MYS,IndTaxes,NATPES,-5.56603074073791E-0004
NGA,IndTaxes,NATPES,-3.99601922254078E-0005
Oceania,IndTaxes,NATPES,1.39095459599048E-0003
Oth_CEE_CIS,IndTaxes,NATPES,2.63089803047478E-0003
Oth_Europe,IndTaxes,NATPES,2.10865656845272E-0003
PAK,IndTaxes,NATPES,-1.56788527965546E-0003
PHL,IndTaxes,NATPES,1.85940251685679E-0003
POL,IndTaxes,NATPES,5.28277782723308E-0003
R_S_Asia,IndTaxes,NATPES,0.016074037179
R_SE_Asia,IndTaxes,NATPES,1.12523254938424E-0003
Russia,IndTaxes,NATPES,5.41772926226258E-0003
S_o_Amer,IndTaxes,NATPES,1.62606488447636E-0003
S_S_AFR,IndTaxes,NATPES,1.74111442174762E-0003
TUR,IndTaxes,NATPES,2.74118338711560E-0003
USA,IndTaxes,NATPES,1.82841933565214E-0004
VNM,IndTaxes,NATPES,4.32301079854369E-0003
XAC,IndTaxes,NATPES,7.42075080052018E-0003
ZAF,IndTaxes,NATPES,-3.64378094673157E-0004
World,IndTaxes,NATPES,1.32615957409143E-0003
ARG,TechChange,NATPES,0.029614707455
BGD,TechChange,NATPES,-0.059084329754
BRAZIL,TechChange,NATPES,0.012721696869
C_C_Amer,TechChange,NATPES,0.028566781431
CAN,TechChange,NATPES,-1.74124957993627E-0003
CHIHKG,TechChange,NATPES,0.026357933879
COL,TechChange,NATPES,0.011611822061
E_Asia,TechChange,NATPES,7.44331581518054E-0003
EGY,TechChange,NATPES,0.26188722253
ETH,TechChange,NATPES,0.05205084756
EU27,TechChange,NATPES,4.03127353638411E-0003
IDN,TechChange,NATPES,0.086135365069
INDIA,TechChange,NATPES,0.076755158603
JAPAN,TechChange,NATPES,5.71489287540317E-0003
KOR,TechChange,NATPES,0.013269090094
MAR,TechChange,NATPES,0.074651181698
MDG,TechChange,NATPES,0.081351041794
MEAS_NAfr,TechChange,NATPES,0.064857490361
MEX,TechChange,NATPES,5.24233188480139E-0003
MYS,TechChange,NATPES,8.51185899227858E-0003
NGA,TechChange,NATPES,-9.91637818515301E-0003
Oceania,TechChange,NATPES,7.55905592814088E-0003
Oth_CEE_CIS,TechChange,NATPES,0.032430123538
Oth_Europe,TechChange,NATPES,1.62641424685717E-0003
PAK,TechChange,NATPES,-0.010143875144
PHL,TechChange,NATPES,0.027956519276
POL,TechChange,NATPES,0.075312353671
R_S_Asia,TechChange,NATPES,8.27458035200834E-0003
R_SE_Asia,TechChange,NATPES,0.010075569153
Russia,TechChange,NATPES,0.011123868637
S_o_Amer,TechChange,NATPES,0.031197179109
S_S_AFR,TechChange,NATPES,-0.012747526169
TUR,TechChange,NATPES,0.010367030278
USA,TechChange,NATPES,0.011681937613
VNM,TechChange,NATPES,4.11741668358445E-0003
XAC,TechChange,NATPES,0.026902215555
ZAF,TechChange,NATPES,-2.00833310373127E-0003
World,TechChange,NATPES,0.018917663023
ARG,Land,SRLand,-4.97925619129092E-0004
BGD,Land,SRLand,1.67068326845765E-0003
BRAZIL,Land,SRLand,-2.12031765840948E-0003
C_C_Amer,Land,SRLand,-4.70553152263165E-0003
CAN,Land,SRLand,-9.79878474026918E-0004
CHIHKG,Land,SRLand,-2.48309428570792E-0004
COL,Land,SRLand,-1.55055779032409E-0004
E_Asia,Land,SRLand,9.62228386924835E-0006
EGY,Land,SRLand,2.04739696346223E-0003
ETH,Land,SRLand,-2.04963330179453E-0003
EU27,Land,SRLand,9.83243458904326E-0004
IDN,Land,SRLand,-0.0289688427
INDIA,Land,SRLand,-8.38747131638229E-0004
JAPAN,Land,SRLand,-1.05610664468259E-0003
KOR,Land,SRLand,-3.70196969015524E-0004
MAR,Land,SRLand,-8.15207546111196E-0004
MDG,Land,SRLand,-1.34786718990654E-0003
MEAS_NAfr,Land,SRLand,-1.40705567901023E-0004
MEX,Land,SRLand,-8.79522005561739E-0004
MYS,Land,SRLand,-0.015539693646
NGA,Land,SRLand,-7.25956924725324E-0004
Oceania,Land,SRLand,-2.05510033993050E-0004
Oth_CEE_CIS,Land,SRLand,-3.52721923263743E-0004
Oth_Europe,Land,SRLand,-1.49536156095564E-0003
PAK,Land,SRLand,-8.70492513058707E-0005
PHL,Land,SRLand,-9.72312234807759E-0004
POL,Land,SRLand,-1.06403930112720E-0003
R_S_Asia,Land,SRLand,-1.18740659672767E-0003
R_SE_Asia,Land,SRLand,-1.75665540155023E-0003
Russia,Land,SRLand,-3.55768395820633E-0004
S_o_Amer,Land,SRLand,-4.62468189653009E-0004
S_S_AFR,Land,SRLand,-4.78355586528778E-0003
TUR,Land,SRLand,1.43527693580836E-0003
USA,Land,SRLand,1.10708824649919E-0004
VNM,Land,SRLand,-7.34010071028024E-0004
XAC,Land,SRLand,-9.92175657302141E-0004
ZAF,Land,SRLand,-7.30091007426381E-0004
World,Land,SRLand,-5.85074769333005E-0004
ARG,UnSkLab,SRLand,-4.85120139614992E-0008
BGD,UnSkLab,SRLand,6.15409181947690E-0011
BRAZIL,UnSkLab,SRLand,1.01942105175112E-0005
C_C_Amer,UnSkLab,SRLand,-7.75764783611521E-0005
CAN,UnSkLab,SRLand,-3.60551098310680E-0006
CHIHKG,UnSkLab,SRLand,2.95257428660989E-0004
COL,UnSkLab,SRLand,-8.04883093508124E-0009
E_Asia,UnSkLab,SRLand,1.57774833496660E-0004
EGY,UnSkLab,SRLand,4.63575977605046E-0009
ETH,UnSkLab,SRLand,-1.28878916427766E-0008
EU27,UnSkLab,SRLand,5.80699648708105E-0004
IDN,UnSkLab,SRLand,6.62665911477234E-0007
INDIA,UnSkLab,SRLand,-2.13304610086062E-0010
JAPAN,UnSkLab,SRLand,9.73776986938901E-0005
KOR,UnSkLab,SRLand,9.07889625523239E-0005
MAR,UnSkLab,SRLand,-1.25655823524085E-0008
MDG,UnSkLab,SRLand,8.43754310864142E-0009
MEAS_NAfr,UnSkLab,SRLand,1.49126444739522E-0005
MEX,UnSkLab,SRLand,1.06382849480724E-0005
MYS,UnSkLab,SRLand,1.04806892053944E-0008
NGA,UnSkLab,SRLand,3.11184433776646E-0009
Oceania,UnSkLab,SRLand,3.07139043798088E-0006
Oth_CEE_CIS,UnSkLab,SRLand,-8.10840938356705E-0005
Oth_Europe,UnSkLab,SRLand,2.53287237137556E-0003
PAK,UnSkLab,SRLand,-4.22586167447836E-0011
PHL,UnSkLab,SRLand,-5.71308722552288E-0010
POL,UnSkLab,SRLand,-7.13823101250455E-0006
R_S_Asia,UnSkLab,SRLand,1.35488036789866E-0007
R_SE_Asia,UnSkLab,SRLand,1.42208261877386E-0006
Russia,UnSkLab,SRLand,9.03783980987782E-0009
S_o_Amer,UnSkLab,SRLand,-6.88997806719271E-0006
S_S_AFR,UnSkLab,SRLand,1.57254646182992E-0004
TUR,UnSkLab,SRLand,2.85701526081539E-0006
USA,UnSkLab,SRLand,8.94504482857883E-0005
VNM,UnSkLab,SRLand,-1.75660075374395E-0009
XAC,UnSkLab,SRLand,2.06857553308737E-0009
ZAF,UnSkLab,SRLand,6.18830017629080E-0006
World,UnSkLab,SRLand,2.25049065193161E-0004
ARG,SkLab,SRLand,2.40054056632744E-0008
BGD,SkLab,SRLand,3.50679069116566E-0010
BRAZIL,SkLab,SRLand,5.56420010980219E-0004
C_C_Amer,SkLab,SRLand,-6.85025646816939E-0004
CAN,SkLab,SRLand,-1.31960565340705E-0004
CHIHKG,SkLab,SRLand,1.25818280503154E-0003
COL,SkLab,SRLand,-4.98561583128776E-0008
E_Asia,SkLab,SRLand,1.04855268727988E-0003
EGY,SkLab,SRLand,1.58485121914964E-0007
ETH,SkLab,SRLand,1.03864763900674E-0007
EU27,SkLab,SRLand,4.74800448864698E-0003
IDN,SkLab,SRLand,2.35703904763795E-0004
INDIA,SkLab,SRLand,-1.48457729665097E-0007
JAPAN,SkLab,SRLand,4.09227190539241E-0003
KOR,SkLab,SRLand,5.44863403774798E-0004
MAR,SkLab,SRLand,6.85297436575638E-0008
MDG,SkLab,SRLand,1.30323471125848E-0007
MEAS_NAfr,SkLab,SRLand,5.72179211303592E-0004
MEX,SkLab,SRLand,1.91776291467249E-0003
MYS,SkLab,SRLand,-1.92740245097411E-0007
NGA,SkLab,SRLand,4.21005310613509E-0008
Oceania,SkLab,SRLand,1.03566177131142E-0004
Oth_CEE_CIS,SkLab,SRLand,4.09476691856980E-0003
Oth_Europe,SkLab,SRLand,0.032489567995
PAK,SkLab,SRLand,1.99183869398212E-0008
PHL,SkLab,SRLand,1.36031896857958E-0008
POL,SkLab,SRLand,-3.28190035361331E-0005
R_S_Asia,SkLab,SRLand,5.57455932721496E-0004
R_SE_Asia,SkLab,SRLand,-6.67082567815669E-0005
Russia,SkLab,SRLand,1.56673047513323E-0006
S_o_Amer,SkLab,SRLand,-2.42762780544581E-0007
S_S_AFR,SkLab,SRLand,2.09126761183143E-0003
TUR,SkLab,SRLand,4.98045352287591E-0004
USA,SkLab,SRLand,9.58131800871342E-0004
VNM,SkLab,SRLand,1.94941662812198E-0008
XAC,SkLab,SRLand,-2.36854846846768E-0009
ZAF,SkLab,SRLand,5.88746188441291E-0005
World,SkLab,SRLand,2.13425955735147E-0003
ARG,Capital,SRLand,-4.49194139662268E-0008
BGD,Capital,SRLand,-1.77421188851667E-0010
BRAZIL,Capital,SRLand,1.68609502725303E-0003
C_C_Amer,Capital,SRLand,5.91752468608320E-0005
CAN,Capital,SRLand,-2.19584690057673E-0005
CHIHKG,Capital,SRLand,1.36475439649075E-0003
COL,Capital,SRLand,-8.42220160279794E-0009
E_Asia,Capital,SRLand,-1.70090825122315E-0005
EGY,Capital,SRLand,-7.71660850773514E-0008
ETH,Capital,SRLand,4.59210731662552E-0008
EU27,Capital,SRLand,5.45819476246834E-0003
IDN,Capital,SRLand,2.02845223248005E-0003
INDIA,Capital,SRLand,-3.22618447512468E-0008
JAPAN,Capital,SRLand,8.27260722871870E-0004
KOR,Capital,SRLand,1.50290055898950E-0004
MAR,Capital,SRLand,-2.95554389850849E-0008
MDG,Capital,SRLand,4.30357886216370E-0007
MEAS_NAfr,Capital,SRLand,5.25263531017117E-0005
MEX,Capital,SRLand,6.18662824854255E-0003
MYS,Capital,SRLand,1.68390727139922E-0007
NGA,Capital,SRLand,-1.58384771964393E-0008
Oceania,Capital,SRLand,3.24766642734176E-0006
Oth_CEE_CIS,Capital,SRLand,2.31492612510920E-0003
Oth_Europe,Capital,SRLand,0.01790757291
PAK,Capital,SRLand,-5.17385743137311E-0008
PHL,Capital,SRLand,9.38610469347623E-0008
POL,Capital,SRLand,-4.12700639571995E-0004
R_S_Asia,Capital,SRLand,1.73028005519882E-0004
R_SE_Asia,Capital,SRLand,1.74736978806322E-0005
Russia,Capital,SRLand,2.35042069107294E-0003
S_o_Amer,Capital,SRLand,2.33702929108404E-0004
S_S_AFR,Capital,SRLand,8.09260469395667E-0004
TUR,Capital,SRLand,1.15490262396634E-0003
USA,Capital,SRLand,1.17101844807621E-0004
VNM,Capital,SRLand,1.45472727197671E-0008
XAC,Capital,SRLand,-2.50415759239786E-0008
ZAF,Capital,SRLand,8.27915646368638E-0005
World,Capital,SRLand,1.91186240408570E-0003
ARG,NatRes,SRLand,-5.25058085898422E-0009
BGD,NatRes,SRLand,-1.39897127215960E-0009
BRAZIL,NatRes,SRLand,-1.82454895636397E-0009
C_C_Amer,NatRes,SRLand,1.36202244902961E-0004
CAN,NatRes,SRLand,-7.41071115584191E-0009
CHIHKG,NatRes,SRLand,-2.41661268773896E-0007
COL,NatRes,SRLand,-4.93565577297517E-0010
E_Asia,NatRes,SRLand,-2.21957904500414E-0007
EGY,NatRes,SRLand,5.71159937123866E-0008
ETH,NatRes,SRLand,-8.41062330891873E-0010
EU27,NatRes,SRLand,-8.82642439137271E-0007
IDN,NatRes,SRLand,1.07028155227340E-0008
INDIA,NatRes,SRLand,-2.78363732064690E-0009
JAPAN,NatRes,SRLand,-1.14277387552875E-0009
KOR,NatRes,SRLand,-5.58038559805851E-0010
MAR,NatRes,SRLand,8.68675087417614E-0009
MDG,NatRes,SRLand,1.99105376630371E-0009
MEAS_NAfr,NatRes,SRLand,-5.83199209813756E-0007
MEX,NatRes,SRLand,-4.26078772264304E-0009
MYS,NatRes,SRLand,-9.04011532298910E-0009
NGA,NatRes,SRLand,-1.48211398709464E-0009
Oceania,NatRes,SRLand,-1.24557956837634E-0007
Oth_CEE_CIS,NatRes,SRLand,1.31748201965820E-0005
Oth_Europe,NatRes,SRLand,-1.41134171371959E-0006
PAK,NatRes,SRLand,5.85037795985954E-0010
PHL,NatRes,SRLand,2.16729922897230E-0009
POL,NatRes,SRLand,-2.46128284420166E-0010
R_S_Asia,NatRes,SRLand,2.77704566542525E-0005
R_SE_Asia,NatRes,SRLand,-1.06576417238102E-0005
Russia,NatRes,SRLand,5.85838311195630E-0009
S_o_Amer,NatRes,SRLand,-5.18951674166601E-0006
S_S_AFR,NatRes,SRLand,1.54355351696722E-0004
TUR,NatRes,SRLand,2.12505302243926E-0009
USA,NatRes,SRLand,-4.02103517149754E-0010
VNM,NatRes,SRLand,-5.02348429520794E-0009
XAC,NatRes,SRLand,-2.04149230853545E-0008
ZAF,NatRes,SRLand,1.23469567903101E-0009
World,NatRes,SRLand,2.44636748902849E-0006
ARG,IndTaxes,SRLand,2.79052788391709E-0003
BGD,IndTaxes,SRLand,3.68331006029621E-0004
BRAZIL,IndTaxes,SRLand,3.66720650345087E-0003
C_C_Amer,IndTaxes,SRLand,0.02486606501
CAN,IndTaxes,SRLand,-2.63417605310678E-0003
CHIHKG,IndTaxes,SRLand,3.80333280190825E-0003
COL,IndTaxes,SRLand,1.67122145649046E-0003
E_Asia,IndTaxes,SRLand,-2.27739510592073E-0004
EGY,IndTaxes,SRLand,4.29044594056904E-0004
ETH,IndTaxes,SRLand,-4.98101767152548E-0003
EU27,IndTaxes,SRLand,1.62213959265500E-0003
IDN,IndTaxes,SRLand,0.014353584498
INDIA,IndTaxes,SRLand,0.01252860669
JAPAN,IndTaxes,SRLand,9.20747220516205E-0003
KOR,IndTaxes,SRLand,8.47954011987895E-0004
MAR,IndTaxes,SRLand,-3.66133754141629E-0003
MDG,IndTaxes,SRLand,-1.09131657518446E-0003
MEAS_NAfr,IndTaxes,SRLand,8.07061418890953E-0003
MEX,IndTaxes,SRLand,4.27610659971833E-0003
MYS,IndTaxes,SRLand,0.030327994376
NGA,IndTaxes,SRLand,-4.62382391560823E-0004
Oceania,IndTaxes,SRLand,1.75583781674504E-0003
Oth_CEE_CIS,IndTaxes,SRLand,0.02029065229
Oth_Europe,IndTaxes,SRLand,0.046490341425
PAK,IndTaxes,SRLand,5.13905717525631E-0004
PHL,IndTaxes,SRLand,8.01260955631733E-0003
POL,IndTaxes,SRLand,4.78167086839676E-0003
R_S_Asia,IndTaxes,SRLand,0.21473769844
R_SE_Asia,IndTaxes,SRLand,1.93312962073833E-0003
Russia,IndTaxes,SRLand,5.05177350714803E-0003
S_o_Amer,IndTaxes,SRLand,2.68404954113066E-0003
S_S_AFR,IndTaxes,SRLand,0.011854420416
TUR,IndTaxes,SRLand,5.15525136142969E-0003
USA,IndTaxes,SRLand,7.09470768924803E-0004
VNM,IndTaxes,SRLand,-6.41556689515710E-0005
XAC,IndTaxes,SRLand,3.92785063013434E-0003
ZAF,IndTaxes,SRLand,-3.68627428542823E-0004
World,IndTaxes,SRLand,4.78058401495218E-0003
ARG,TechChange,SRLand,0.029940916225
BGD,TechChange,SRLand,-0.064757332206
BRAZIL,TechChange,SRLand,0.0117480224
C_C_Amer,TechChange,SRLand,0.026317033917
CAN,TechChange,SRLand,-2.72424123249948E-0003
CHIHKG,TechChange,SRLand,0.025489298627
COL,TechChange,SRLand,0.011142064817
E_Asia,TechChange,SRLand,7.06272944808006E-0003
EGY,TechChange,SRLand,0.26224005222
ETH,TechChange,SRLand,0.046112775803
EU27,TechChange,SRLand,3.75305116176605E-0003
IDN,TechChange,SRLand,0.079591870308
INDIA,TechChange,SRLand,0.071380361915
JAPAN,TechChange,SRLand,5.51961269229650E-0003
KOR,TechChange,SRLand,0.013193634339
MAR,TechChange,SRLand,0.0767365098
MDG,TechChange,SRLand,0.07636706531
